用户（身份证）,信用评级,平台类型
340000199407065244,10,CreditCard
210000195502110720,26,CreditCard
460000199008017234,23,CreditCard
410000199911089876,3,CreditCard
130000200207052613,5,CreditCard
540000197811137658,92,CreditCard
610000197902060543,28,CreditCard
110000198612243030,38,CreditCard
130000196202089530,48,CreditCard
610000198601103698,35,CreditCard
520000196212299489,57,CreditCard
230000198303051817,15,CreditCard
440000200510144951,56,CreditCard
430000197411072060,5,CreditCard
230000199509154437,12,CreditCard
540000199807271933,65,CreditCard
650000200411232808,12,CreditCard
530000199001116967,94,CreditCard
210000197412114946,42,CreditCard
65000019610515008X,95,CreditCard
140000199202023748,5,CreditCard
530000198611164507,54,CreditCard
150000195602281555,24,CreditCard
500000197102202843,19,CreditCard
530000197409206721,22,CreditCard
650000198211276793,39,CreditCard
310000197512208361,93,CreditCard
150000197906168892,16,CreditCard
310000200402233405,52,CreditCard
140000197501260226,44,CreditCard
540000197805222864,24,CreditCard
130000199708311702,58,CreditCard
220000195201266600,11,CreditCard
610000196309095572,21,CreditCard
130000197111173993,76,CreditCard
410000196501214730,98,CreditCard
230000200204064305,31,CreditCard
450000199506031707,48,CreditCard
130000199008120817,37,CreditCard
340000196111036213,39,CreditCard
310000198001081615,66,CreditCard
140000195708219475,72,CreditCard
500000197705030454,85,CreditCard
520000200601188781,10,CreditCard
130000195807285492,53,CreditCard
53000019561124516X,26,CreditCard
63000019580621915X,51,CreditCard
630000197208294423,44,CreditCard
320000198004187775,59,CreditCard
320000195801243705,10,CreditCard
610000197808239918,58,CreditCard
500000196809240320,1,CreditCard
500000198311153173,57,CreditCard
110000199509131369,87,CreditCard
540000196708056716,32,CreditCard
330000199911282588,48,CreditCard
630000197312188727,29,CreditCard
620000199011112240,82,CreditCard
220000197208136082,79,CreditCard
520000196801290837,4,CreditCard
340000196904219239,37,CreditCard
630000196304062732,61,CreditCard
310000198912171144,37,CreditCard
330000197405128191,79,CreditCard
230000197004133498,25,CreditCard
510000199605236915,24,CreditCard
620000200508077845,82,CreditCard
450000198312161947,56,CreditCard
430000197503312586,16,CreditCard
540000199606214748,57,CreditCard
350000200507016113,4,CreditCard
610000198707023952,56,CreditCard
35000019771214390X,37,CreditCard
360000198509101794,24,CreditCard
540000196105156750,12,CreditCard
530000198705204098,100,CreditCard
120000196701135982,97,CreditCard
340000197702095834,69,CreditCard
360000199607016408,34,CreditCard
520000195905072338,28,CreditCard
460000195712245582,62,CreditCard
41000019600724255X,97,CreditCard
460000196311144902,9,CreditCard
630000198507308076,65,CreditCard
640000200510061133,62,CreditCard
650000198010055943,19,CreditCard
610000198306075524,6,CreditCard
540000197807260805,0,CreditCard
130000197906166957,98,CreditCard
350000200406121934,1,CreditCard
500000197104169266,20,CreditCard
370000195209056184,53,CreditCard
370000195702175769,56,CreditCard
530000198207207413,72,CreditCard
460000197601150248,0,CreditCard
51000019920429329X,37,CreditCard
430000198404307153,66,CreditCard
23000019680831218X,72,CreditCard
350000197208245958,31,CreditCard
620000196407135760,86,CreditCard
610000198608292188,61,CreditCard
430000195603148278,43,CreditCard
140000196008050247,17,CreditCard
350000199601166892,79,CreditCard
21000019550830354X,100,CreditCard
120000197209151416,27,CreditCard
21000019530802591X,70,CreditCard
120000196006275617,74,CreditCard
420000199306072779,70,CreditCard
310000196711140385,91,CreditCard
330000200412053583,77,CreditCard
650000195512268961,39,CreditCard
330000197002083021,43,CreditCard
410000195306257204,92,CreditCard
350000199501233912,23,CreditCard
210000199906299310,34,CreditCard
230000195512120969,96,CreditCard
150000196704252522,56,CreditCard
630000197706065404,31,CreditCard
370000195110067203,27,CreditCard
360000199711145269,36,CreditCard
330000198005244032,18,CreditCard
420000197108310327,43,CreditCard
150000195109190393,65,CreditCard
500000198104074392,29,CreditCard
610000198908133146,76,CreditCard
460000199711030262,18,CreditCard
310000196006171880,24,CreditCard
43000019910904835X,4,CreditCard
650000198311076465,19,CreditCard
320000200009079757,43,CreditCard
370000197610118651,73,CreditCard
110000198402159404,96,CreditCard
450000196312229615,89,CreditCard
410000197103277597,90,CreditCard
41000019551110993X,97,CreditCard
370000200401272198,82,CreditCard
540000199009064446,2,CreditCard
530000196508152090,95,CreditCard
420000197912193934,69,CreditCard
430000195502134520,39,CreditCard
640000198209144677,49,CreditCard
410000195505143808,57,CreditCard
36000019730914172X,90,CreditCard
320000200006293387,23,CreditCard
410000197511237009,33,CreditCard
23000019720514090X,58,CreditCard
450000197011286389,67,CreditCard
53000019650801742X,99,CreditCard
110000199008060961,81,CreditCard
420000197011268265,10,CreditCard
360000195005145538,2,CreditCard
620000199406040683,61,CreditCard
140000196705314105,98,CreditCard
620000196502266400,100,CreditCard
110000198412305874,3,CreditCard
120000199110021135,15,CreditCard
610000197109098538,43,CreditCard
450000196709300176,66,CreditCard
31000019950822611X,86,CreditCard
540000200608306457,37,CreditCard
330000196302229841,8,CreditCard
350000195708267783,52,CreditCard
610000196411212472,39,CreditCard
520000197303300099,79,CreditCard
310000195607049667,83,CreditCard
420000199603027931,38,CreditCard
410000198206253832,9,CreditCard
370000195512128945,43,CreditCard
44000019551215384X,80,CreditCard
230000198711128166,48,CreditCard
530000199403078617,59,CreditCard
110000200603253923,97,CreditCard
36000019690515790X,73,CreditCard
340000197401101161,83,CreditCard
610000195103045700,83,CreditCard
130000197507096496,32,CreditCard
340000196808263416,49,CreditCard
340000197610141178,22,CreditCard
340000197709295652,62,CreditCard
54000019780805021X,91,CreditCard
620000197508195070,32,CreditCard
320000199608109844,7,CreditCard
510000195111028309,88,CreditCard
350000195206249200,91,CreditCard
310000197305272758,41,CreditCard
650000195101216374,17,CreditCard
360000195009174379,49,CreditCard
540000197306232451,14,CreditCard
520000195212183828,88,CreditCard
110000200307133134,58,CreditCard
230000198909214342,23,CreditCard
120000197707077706,62,CreditCard
61000019680305037X,36,CreditCard
420000197303131770,59,CreditCard
510000195608254184,23,CreditCard
430000195403172468,68,CreditCard
360000195507180560,68,CreditCard
310000195404292229,67,CreditCard
330000200309040952,95,CreditCard
450000197505053454,37,CreditCard
140000198209226383,78,CreditCard
430000198310072066,44,CreditCard
140000195203136367,32,CreditCard
120000195506269569,53,CreditCard
120000197201237856,43,CreditCard
360000200301214378,90,CreditCard
530000200307182209,11,CreditCard
620000195005100421,51,CreditCard
450000195608315809,3,CreditCard
320000198302200384,78,CreditCard
500000199905039428,15,CreditCard
440000197311283022,90,CreditCard
63000019851110456X,50,CreditCard
130000195004266087,91,CreditCard
370000198809233491,33,CreditCard
11000019800815375X,7,CreditCard
630000200005206125,23,CreditCard
630000195705225841,63,CreditCard
640000199508267217,47,CreditCard
450000195612038410,81,CreditCard
15000020031107826X,53,CreditCard
64000019520120968X,24,CreditCard
640000198009024865,81,CreditCard
140000200008010535,78,CreditCard
530000199007187512,5,CreditCard
120000200612080042,59,CreditCard
110000196707172707,98,CreditCard
150000196502211482,88,CreditCard
370000200208148646,45,CreditCard
540000199904201793,64,CreditCard
110000195205184201,44,CreditCard
340000197603068734,70,CreditCard
230000199607246044,92,CreditCard
13000019610117236X,23,CreditCard
430000196909213858,94,CreditCard
46000020060410695X,27,CreditCard
110000195911258343,96,CreditCard
110000196108020592,35,CreditCard
220000197812251730,25,CreditCard
650000200408255806,74,CreditCard
140000196008116859,2,CreditCard
620000195002056752,16,CreditCard
520000196110260161,13,CreditCard
440000198701267161,36,CreditCard
63000019571102128X,69,CreditCard
360000199002043956,16,CreditCard
520000197909140034,12,CreditCard
350000197410239332,30,CreditCard
330000195909036478,75,CreditCard
120000196809147491,88,CreditCard
330000199411072242,99,CreditCard
230000198206154582,100,CreditCard
330000197504241739,93,CreditCard
430000199707166241,30,CreditCard
630000200212256950,38,CreditCard
140000196702213720,82,CreditCard
520000198406106920,20,CreditCard
440000195405169811,24,CreditCard
630000196111182287,6,CreditCard
620000195211073639,63,CreditCard
120000196004269862,58,CreditCard
150000200510222850,39,CreditCard
460000199812135979,44,CreditCard
140000198801221573,65,CreditCard
540000195806189358,83,CreditCard
110000197105076624,60,CreditCard
32000019980930569X,10,CreditCard
110000196710234307,1,CreditCard
520000195003151854,60,CreditCard
140000199205236570,35,CreditCard
530000198611079150,92,CreditCard
540000199701184719,82,CreditCard
650000199305179008,80,CreditCard
650000200407303394,24,CreditCard
640000197806057390,78,CreditCard
530000195810127772,26,CreditCard
370000196707072448,39,CreditCard
410000199508193577,42,CreditCard
410000195505281880,84,CreditCard
330000195910259388,75,CreditCard
520000198308262401,84,CreditCard
130000195112258017,36,CreditCard
520000199010122638,0,CreditCard
320000196212173862,60,CreditCard
500000198110068335,38,CreditCard
210000198508158956,66,CreditCard
33000019941019087X,59,CreditCard
140000198510204554,48,CreditCard
420000198203203532,3,CreditCard
320000200305281773,61,CreditCard
340000196803258079,12,CreditCard
620000200312045534,15,CreditCard
320000198302041176,92,CreditCard
520000200411305035,71,CreditCard
540000197204166668,79,CreditCard
140000195205074702,74,CreditCard
370000200412199619,68,CreditCard
370000196607172118,78,CreditCard
110000198512038638,0,CreditCard
440000196411051531,51,CreditCard
120000196606259960,54,CreditCard
620000197808313075,49,CreditCard
370000200206090639,76,CreditCard
360000197307279848,46,CreditCard
230000199108221619,4,CreditCard
650000195907059718,4,CreditCard
130000199607083202,33,CreditCard
140000197602077885,72,CreditCard
130000200208210847,64,CreditCard
530000199407251990,98,CreditCard
430000198903226569,69,CreditCard
440000197402266471,56,CreditCard
650000198007151870,59,CreditCard
150000200207096484,69,CreditCard
620000200211200021,7,CreditCard
460000199012253926,36,CreditCard
350000197810055364,81,CreditCard
540000197910241928,14,CreditCard
630000200001176539,50,CreditCard
210000198404099955,63,CreditCard
510000199611108012,32,CreditCard
630000196201075434,64,CreditCard
54000019851005065X,7,CreditCard
610000200411292117,11,CreditCard
530000198206147877,88,CreditCard
360000199111023938,16,CreditCard
120000200111177866,3,CreditCard
450000199401156255,97,CreditCard
540000196607013661,12,CreditCard
650000199211161149,17,CreditCard
360000197401030889,1,CreditCard
510000195806089466,96,CreditCard
650000198907265195,52,CreditCard
140000196011288387,69,CreditCard
330000196506284690,46,CreditCard
340000195811308246,63,CreditCard
440000197308294898,48,CreditCard
120000200112254616,36,CreditCard
21000020040313304X,85,CreditCard
650000199011295417,43,CreditCard
430000197701126354,57,CreditCard
370000198606192159,34,CreditCard
460000198701186189,51,CreditCard
41000020011112259X,42,CreditCard
410000195901070452,65,CreditCard
530000195004233482,27,CreditCard
500000197508285749,75,CreditCard
510000196410269131,73,CreditCard
430000199604012709,16,CreditCard
640000200208228764,97,CreditCard
350000196507117492,19,CreditCard
210000197204201797,11,CreditCard
610000196712223095,10,CreditCard
220000198406120748,19,CreditCard
130000200609176491,70,CreditCard
650000198910161928,53,CreditCard
630000195003106178,11,CreditCard
630000198508189662,7,CreditCard
330000196108281814,74,CreditCard
650000195306117978,100,CreditCard
610000200003285276,40,CreditCard
460000195701086889,0,CreditCard
370000199010211595,74,CreditCard
15000020030821569X,94,CreditCard
130000200211109512,14,CreditCard
130000197906145726,98,CreditCard
420000200003218326,59,CreditCard
620000199710294645,35,CreditCard
130000196704037474,96,CreditCard
460000195411280499,67,CreditCard
150000195303228711,73,CreditCard
220000198611157507,21,CreditCard
360000199304027329,23,CreditCard
410000196701035198,19,CreditCard
360000198309127631,84,CreditCard
330000196611060285,67,CreditCard
510000199103099973,43,CreditCard
430000195205272994,10,CreditCard
640000196603199263,99,CreditCard
510000196306123642,27,CreditCard
640000199611308005,51,CreditCard
330000199610249549,19,CreditCard
520000199108319631,18,CreditCard
370000200003316984,38,CreditCard
120000198402190112,41,CreditCard
430000195105287830,49,CreditCard
410000200010219798,77,CreditCard
440000196410098717,54,CreditCard
43000019961206332X,56,CreditCard
210000197207210058,63,CreditCard
320000199810154817,81,CreditCard
110000197806017942,5,CreditCard
450000195311117553,11,CreditCard
330000197402079013,71,CreditCard
340000196703127899,1,CreditCard
370000195908107120,9,CreditCard
360000198008214969,23,CreditCard
450000199309158952,85,CreditCard
120000198403310788,75,CreditCard
650000198810015923,51,CreditCard
320000196702169567,7,CreditCard
120000195112078735,21,CreditCard
350000195904041036,69,CreditCard
450000195703169053,99,CreditCard
540000195306087195,37,CreditCard
310000199507287455,58,CreditCard
540000197810029751,44,CreditCard
630000197405084804,75,CreditCard
220000197508224121,25,CreditCard
150000200609298230,50,CreditCard
410000200409299136,36,CreditCard
460000200203242571,65,CreditCard
210000195512051154,76,CreditCard
610000196406125446,87,CreditCard
630000195005168911,7,CreditCard
410000196011264065,15,CreditCard
350000195102164130,15,CreditCard
150000196107226318,75,CreditCard
510000198101223729,26,CreditCard
500000196703026262,49,CreditCard
35000019530713316X,77,CreditCard
650000195802062160,53,CreditCard
340000198509186405,44,CreditCard
45000019961114691X,89,CreditCard
520000199105189712,56,CreditCard
510000196409012830,54,CreditCard
420000199511219143,70,CreditCard
420000199908018112,26,CreditCard
310000199603139698,19,CreditCard
360000196603096742,31,CreditCard
340000197510255012,1,CreditCard
650000199902089289,80,CreditCard
410000197708172165,96,CreditCard
150000195001032924,85,CreditCard
540000197309058209,49,CreditCard
140000199801304904,23,CreditCard
530000198811015047,68,CreditCard
350000198212299953,63,CreditCard
220000196109056293,89,CreditCard
430000197107279630,93,CreditCard
33000019761130116X,36,CreditCard
350000196809267461,1,CreditCard
640000200301099709,100,CreditCard
420000195608200598,40,CreditCard
450000198407126984,78,CreditCard
110000195905010886,52,CreditCard
13000019870409964X,78,CreditCard
420000196503134576,25,CreditCard
340000196605059896,30,CreditCard
540000197701135088,82,CreditCard
150000199001180837,71,CreditCard
520000197003279929,64,CreditCard
420000199602279061,29,CreditCard
150000195002262203,32,CreditCard
350000200203234971,89,CreditCard
140000196708271948,69,CreditCard
430000200411298304,72,CreditCard
510000198804070810,81,CreditCard
450000197006280716,5,CreditCard
370000198612110009,23,CreditCard
510000195709276606,4,CreditCard
230000200108300128,93,CreditCard
35000019740129783X,70,CreditCard
35000019660822959X,84,CreditCard
440000199807273097,96,CreditCard
51000019781119450X,8,CreditCard
230000198411017712,28,CreditCard
530000197811075993,64,CreditCard
630000200602100003,39,CreditCard
340000199701014421,86,CreditCard
540000197010188156,35,CreditCard
530000196810128972,61,CreditCard
650000200310143531,51,CreditCard
340000199109130175,92,CreditCard
140000200407246537,52,CreditCard
120000198609202352,2,CreditCard
140000198805084289,45,CreditCard
650000196601049722,36,CreditCard
520000198212028282,44,CreditCard
64000019941224407X,92,CreditCard
330000199107030531,86,CreditCard
310000199706050522,76,CreditCard
430000197809232781,96,CreditCard
450000196411025183,77,CreditCard
350000200612057099,13,CreditCard
520000199505027042,43,CreditCard
350000197601227983,31,CreditCard
62000019990719746X,57,CreditCard
620000197504098484,43,CreditCard
410000199207316887,55,CreditCard
410000195502076312,22,CreditCard
370000198001042369,36,CreditCard
540000199003167145,82,CreditCard
450000196412186309,24,CreditCard
23000019690608589X,38,CreditCard
360000200211018306,73,CreditCard
230000197012176842,94,CreditCard
220000198211161582,11,CreditCard
510000196106268812,36,CreditCard
500000197307260633,90,CreditCard
130000197104064895,24,CreditCard
520000200601279755,91,CreditCard
52000020001028697X,98,CreditCard
540000197001145840,73,CreditCard
350000196604234332,49,CreditCard
220000200106183325,31,CreditCard
460000199509097308,88,CreditCard
310000199010252177,28,CreditCard
530000198002175884,81,CreditCard
220000196105059294,77,CreditCard
330000198903125676,76,CreditCard
500000199406271193,45,CreditCard
320000197101019306,70,CreditCard
420000196006122275,28,CreditCard
320000197204226607,65,CreditCard
21000019711126588X,82,CreditCard
420000198703132996,33,CreditCard
420000195007291228,83,CreditCard
530000199009058554,40,CreditCard
150000198809168297,33,CreditCard
64000019670808485X,60,CreditCard
310000199505257965,46,CreditCard
45000019720620155X,92,CreditCard
370000199012280375,10,CreditCard
540000196602138465,50,CreditCard
510000196310017607,58,CreditCard
350000196712305679,5,CreditCard
65000019800911327X,95,CreditCard
620000196710230891,57,CreditCard
530000197807259992,56,CreditCard
33000019740222097X,17,CreditCard
140000198403191903,17,CreditCard
650000199103207939,41,CreditCard
510000200004172536,2,CreditCard
540000196802114572,51,CreditCard
610000195609195917,40,CreditCard
14000019750829463X,18,CreditCard
420000195410070089,88,CreditCard
310000200104221705,45,CreditCard
210000198505253739,99,CreditCard
410000200407216237,27,CreditCard
340000195007207698,68,CreditCard
520000196904249589,15,CreditCard
530000200110015909,55,CreditCard
540000195703031291,13,CreditCard
51000019720122875X,22,CreditCard
210000195401252850,94,CreditCard
210000200305104544,14,CreditCard
510000195011293498,38,CreditCard
430000199203180322,15,CreditCard
36000019650203928X,72,CreditCard
640000197109161272,23,CreditCard
310000196601195668,3,CreditCard
130000200411123677,98,CreditCard
430000195411257971,47,CreditCard
630000200301087191,74,CreditCard
350000196709303170,9,CreditCard
640000196512270466,85,CreditCard
310000200409153344,59,CreditCard
530000195306203852,14,CreditCard
420000199402025139,100,CreditCard
150000200510101231,76,CreditCard
520000197601222930,26,CreditCard
450000199501043119,47,CreditCard
51000019510326298X,23,CreditCard
150000199703249093,90,CreditCard
640000198012151005,34,CreditCard
610000195106168861,17,CreditCard
350000200408137251,69,CreditCard
620000197706291952,5,CreditCard
230000199403113717,66,CreditCard
33000019881204271X,26,CreditCard
330000199904114455,77,CreditCard
61000020050328427X,85,CreditCard
540000196802072931,73,CreditCard
620000200111210476,82,CreditCard
500000198911086701,7,CreditCard
310000199309237609,63,CreditCard
330000198602137913,15,CreditCard
22000019590926394X,88,CreditCard
450000195302211038,78,CreditCard
450000198805159749,50,CreditCard
640000198303060613,94,CreditCard
120000197712178659,53,CreditCard
640000199901279548,79,CreditCard
530000195504216822,100,CreditCard
510000195412263484,7,CreditCard
450000196805207713,33,CreditCard
370000197411308823,53,CreditCard
510000196511153656,10,CreditCard
330000196306063826,100,CreditCard
37000019950216158X,100,CreditCard
230000196307051145,53,CreditCard
640000199003087042,94,CreditCard
41000019690621849X,18,CreditCard
430000197501051212,56,CreditCard
450000198710199780,16,CreditCard
150000199610012089,82,CreditCard
540000198709202139,87,CreditCard
120000199806254914,80,CreditCard
140000196505267607,23,CreditCard
310000196910219803,67,CreditCard
130000195506288315,27,CreditCard
120000196408126534,53,CreditCard
340000197607120667,7,CreditCard
410000195402095508,2,CreditCard
620000195110238975,66,CreditCard
440000195706179925,60,CreditCard
22000020000915686X,71,CreditCard
510000199908203889,38,CreditCard
540000197608092677,59,CreditCard
150000199801135217,22,CreditCard
520000197307217911,60,CreditCard
110000195007226212,93,CreditCard
340000196404089351,18,CreditCard
420000200005255809,67,CreditCard
370000200409301504,14,CreditCard
310000200011250902,59,CreditCard
410000198912021502,86,CreditCard
320000196405017890,92,CreditCard
640000197702142013,74,CreditCard
330000197909149308,97,CreditCard
420000196212276427,50,CreditCard
340000197410304497,47,CreditCard
53000019710624902X,40,CreditCard
620000195805142558,15,CreditCard
310000196508036814,82,CreditCard
630000197307111776,99,CreditCard
410000198511225344,8,CreditCard
320000198812211913,13,CreditCard
460000197609040596,96,CreditCard
540000198711214198,98,CreditCard
620000197003089934,69,CreditCard
350000195907304735,81,CreditCard
520000198903023376,50,CreditCard
450000195304131373,52,CreditCard
310000198310267851,100,CreditCard
310000197612319018,94,CreditCard
650000195601096540,67,CreditCard
650000195108173610,39,CreditCard
650000199812096370,4,CreditCard
340000200004126511,32,CreditCard
410000200510146302,28,CreditCard
340000200003199321,34,CreditCard
350000195207038675,98,CreditCard
21000019870404522X,86,CreditCard
32000019830503967X,71,CreditCard
120000197203182748,90,CreditCard
630000199802079207,66,CreditCard
640000196403172138,24,CreditCard
650000197002051497,38,CreditCard
610000199704183496,80,CreditCard
450000197808190034,20,CreditCard
320000197803268999,2,CreditCard
650000197912028325,29,CreditCard
310000196012207755,79,CreditCard
540000197310166944,30,CreditCard
41000019560713454X,1,CreditCard
500000200411233963,9,CreditCard
630000198010107519,78,CreditCard
330000195510072960,96,CreditCard
230000196112296724,8,CreditCard
310000199303169852,64,CreditCard
330000197310157213,67,CreditCard
42000020031213429X,2,CreditCard
110000196201190553,67,CreditCard
520000196703280387,32,CreditCard
210000199103246266,50,CreditCard
360000200402296907,67,CreditCard
510000199103060710,89,CreditCard
610000197906259381,0,CreditCard
220000199205109192,21,CreditCard
540000197011108808,40,CreditCard
330000200504196514,99,CreditCard
230000198009067287,55,CreditCard
540000196612230732,54,CreditCard
620000199610145431,25,CreditCard
430000199209098362,65,CreditCard
310000195312156334,56,CreditCard
370000198309304812,42,CreditCard
12000019890728486X,44,CreditCard
430000200303129140,27,CreditCard
610000196505016229,52,CreditCard
410000200212039162,76,CreditCard
220000198803250984,89,CreditCard
630000197103146184,41,CreditCard
350000195109128132,96,CreditCard
510000197212173715,34,CreditCard
370000200303016385,68,CreditCard
230000195509216644,29,CreditCard
140000196704053361,18,CreditCard
230000198504129641,39,CreditCard
610000197712307541,23,CreditCard
410000196201202332,25,CreditCard
63000019800730727X,100,CreditCard
510000196205107950,68,CreditCard
430000197604157714,36,CreditCard
140000198607102060,33,CreditCard
140000196811271575,82,CreditCard
330000199812221579,73,CreditCard
420000196903014485,10,CreditCard
520000195411147694,7,CreditCard
620000199109044258,66,CreditCard
520000195211227999,40,CreditCard
460000200009186879,37,CreditCard
510000198007193834,41,CreditCard
330000198105287777,33,CreditCard
530000198608080759,63,CreditCard
510000198806114987,46,CreditCard
430000197102169969,6,CreditCard
330000197508228822,26,CreditCard
130000196410071319,85,CreditCard
370000195604287986,92,CreditCard
450000195212195601,63,CreditCard
610000196109289970,62,CreditCard
360000197612021827,90,CreditCard
410000198002130646,19,CreditCard
410000195003061247,36,CreditCard
32000020000317936X,58,CreditCard
230000197106172738,58,CreditCard
460000199007315408,74,CreditCard
640000199503071354,7,CreditCard
370000196709274676,5,CreditCard
450000200310260650,83,CreditCard
120000197904095882,8,CreditCard
510000197011219174,95,CreditCard
130000197711217232,31,CreditCard
360000196608206795,6,CreditCard
340000195103244843,23,CreditCard
140000198912181930,21,CreditCard
220000196305204951,90,CreditCard
130000199503079970,72,CreditCard
610000196805125734,100,CreditCard
440000200306301948,21,CreditCard
310000196911125569,2,CreditCard
520000198702182928,65,CreditCard
450000199101189995,23,CreditCard
21000019500711672X,74,CreditCard
500000198502054864,80,CreditCard
410000199412124809,93,CreditCard
150000198109133499,46,CreditCard
320000196412267388,39,CreditCard
140000197407265231,41,CreditCard
370000195112133235,42,CreditCard
340000196404204049,9,CreditCard
620000199902233863,43,CreditCard
450000198304092259,3,CreditCard
210000198901050124,21,CreditCard
540000195503244938,75,CreditCard
14000019740105146X,54,CreditCard
120000197001198362,80,CreditCard
640000196401110603,21,CreditCard
32000019690215882X,0,CreditCard
530000197109231298,58,CreditCard
130000199305106464,57,CreditCard
620000196904167704,36,CreditCard
450000196502179794,45,CreditCard
610000195711107354,79,CreditCard
650000197210303652,55,CreditCard
410000198707221564,12,CreditCard
130000198605072310,65,CreditCard
13000019970105925X,8,CreditCard
220000195804237999,57,CreditCard
510000198901122256,61,CreditCard
210000199011023866,17,CreditCard
210000198107018207,67,CreditCard
110000198405083134,96,CreditCard
210000200409263507,40,CreditCard
130000197410142679,5,CreditCard
510000199406023554,83,CreditCard
230000197610034131,0,CreditCard
330000198806165019,65,CreditCard
11000019860602822X,48,CreditCard
610000199005266946,34,CreditCard
420000200210227997,76,CreditCard
610000199903199263,48,CreditCard
310000200106089218,76,CreditCard
140000199808319981,13,CreditCard
220000195710209559,60,CreditCard
630000198610104266,28,CreditCard
220000195712316737,48,CreditCard
510000196511043078,35,CreditCard
35000019770911434X,12,CreditCard
210000199504164958,66,CreditCard
130000195505244118,16,CreditCard
530000198303152205,91,CreditCard
530000196509084675,70,CreditCard
310000199007101378,1,CreditCard
510000195610012870,84,CreditCard
420000197212218985,25,CreditCard
220000199708307801,92,CreditCard
210000197002034054,31,CreditCard
620000199409164059,86,CreditCard
310000196303095271,27,CreditCard
510000200512214720,5,CreditCard
140000199608280250,100,CreditCard
540000196406237888,17,CreditCard
210000199311074403,35,CreditCard
640000199806154245,99,CreditCard
460000195004034506,99,CreditCard
410000196910249635,28,CreditCard
130000199407251697,66,CreditCard
610000200002102423,8,CreditCard
650000200207063058,55,CreditCard
410000196508306152,33,CreditCard
350000195708185243,13,CreditCard
120000197604286206,10,CreditCard
130000196609155122,11,CreditCard
540000195605068007,11,CreditCard
630000196205216281,69,CreditCard
310000198207087086,23,CreditCard
650000197304105462,74,CreditCard
310000199609178495,59,CreditCard
510000196611220879,83,CreditCard
340000197410241799,41,CreditCard
110000200407010836,56,CreditCard
350000198011278419,97,CreditCard
620000200409172871,86,CreditCard
150000200511307610,10,CreditCard
420000196104176541,0,CreditCard
540000198612064585,20,CreditCard
320000197005213694,58,CreditCard
420000197812259668,81,CreditCard
650000197902013736,66,CreditCard
500000197403310784,7,CreditCard
350000195007188804,80,CreditCard
53000019530529924X,19,CreditCard
370000198210088996,75,CreditCard
370000200005037209,54,CreditCard
220000196103040557,96,CreditCard
650000199909130192,42,CreditCard
650000198102058447,5,CreditCard
370000197404139451,95,CreditCard
610000200408241634,92,CreditCard
610000200402234927,85,CreditCard
64000019870725895X,70,CreditCard
530000196706240657,30,CreditCard
620000200203252489,100,CreditCard
330000196911192482,11,CreditCard
440000196001097270,53,CreditCard
120000197712259686,49,CreditCard
340000200608024866,92,CreditCard
350000199904020073,57,CreditCard
370000196304071029,71,CreditCard
640000196712110766,74,CreditCard
320000197009288896,9,CreditCard
220000198912196382,12,CreditCard
610000199304052040,8,CreditCard
220000198205297467,8,CreditCard
360000196708195026,46,CreditCard
630000197405222824,83,CreditCard
53000019920727360X,9,CreditCard
450000198603043203,22,CreditCard
460000198701045079,82,CreditCard
110000200006116752,92,CreditCard
210000200101232210,40,CreditCard
510000198610078822,77,CreditCard
120000200607260364,7,CreditCard
620000199201139292,61,CreditCard
500000200310281317,47,CreditCard
330000195708249426,78,CreditCard
540000197204290327,4,CreditCard
450000195401036503,74,CreditCard
220000199103265645,78,CreditCard
520000199301274965,24,CreditCard
110000200207279689,37,CreditCard
320000198306095286,24,CreditCard
650000197811302110,48,CreditCard
120000200404113380,40,CreditCard
360000197807261417,37,CreditCard
220000198901070573,40,CreditCard
440000200502147167,70,CreditCard
64000019940202476X,40,CreditCard
230000200007305771,31,CreditCard
630000196806187180,41,CreditCard
310000195203082110,32,CreditCard
230000199606279768,82,CreditCard
410000198705119726,20,CreditCard
410000197009112462,10,CreditCard
140000197707137995,29,CreditCard
13000019950823268X,79,CreditCard
230000198310171307,81,CreditCard
310000200111086636,55,CreditCard
34000019870917728X,80,CreditCard
640000197905305943,15,CreditCard
62000020040209417X,11,CreditCard
310000198411260325,67,CreditCard
340000195609066909,49,CreditCard
370000200005216899,45,CreditCard
320000198608148611,43,CreditCard
330000197304131164,80,CreditCard
150000198703269436,62,CreditCard
210000199502198257,57,CreditCard
350000200509171328,20,CreditCard
43000020040525855X,87,CreditCard
330000200209263761,45,CreditCard
640000197006134183,43,CreditCard
31000019860525058X,6,CreditCard
220000196712286114,57,CreditCard
450000198203029939,5,CreditCard
350000199907134412,98,CreditCard
420000196111078085,62,CreditCard
420000197804054224,15,CreditCard
430000196404108083,35,CreditCard
640000197404111382,28,CreditCard
220000198704039040,86,CreditCard
110000200604174100,30,CreditCard
230000198402293205,72,CreditCard
500000198802045126,28,CreditCard
430000197401173896,67,CreditCard
530000198304023237,93,CreditCard
410000195904238345,9,CreditCard
350000198801261988,74,CreditCard
640000195703119043,92,CreditCard
320000196601238324,97,CreditCard
350000200407188372,31,CreditCard
140000195801229379,73,CreditCard
500000197405102858,27,CreditCard
620000200010090401,43,CreditCard
410000200204115508,67,CreditCard
120000197411187236,16,CreditCard
140000198105224543,57,CreditCard
140000196806134752,66,CreditCard
530000195101280993,15,CreditCard
420000195312259291,0,CreditCard
