用户（身份证）,信用评级,平台类型
340000195106214316,31,WeChat
430000197105163239,27,WeChat
640000196503117574,10,WeChat
450000197211020278,85,WeChat
530000198306084041,81,WeChat
150000200608032019,81,WeChat
140000195504135413,11,WeChat
410000196604276328,42,WeChat
450000197709091073,70,WeChat
320000197706253015,52,WeChat
460000199811128566,40,WeChat
45000019520427297X,12,WeChat
140000200212139088,65,WeChat
620000199107021378,10,WeChat
37000019991226774X,18,WeChat
33000019771213660X,82,WeChat
540000197012211946,38,WeChat
210000197109246479,14,WeChat
33000019820402071X,41,WeChat
410000197705038809,61,WeChat
370000196105143333,69,WeChat
220000195011143706,92,WeChat
330000199704298835,5,WeChat
640000196103083440,16,WeChat
500000197101093710,24,WeChat
220000197708119967,2,WeChat
43000019830308398X,93,WeChat
510000198402283717,47,WeChat
350000200201315065,9,WeChat
140000195709119732,36,WeChat
340000197805054891,46,WeChat
420000200301083343,55,WeChat
130000195304065359,61,WeChat
370000195612114719,67,WeChat
230000196301217693,69,WeChat
460000198403130929,88,WeChat
140000196308251294,12,WeChat
530000197512238000,20,WeChat
230000199406151532,53,WeChat
220000195709178177,57,WeChat
210000199810295817,62,WeChat
460000200203126589,35,WeChat
210000200612211139,86,WeChat
64000019921125794X,56,WeChat
610000196306064834,11,WeChat
140000200405210258,91,WeChat
650000200506145934,55,WeChat
370000197808177702,75,WeChat
650000196805253709,41,WeChat
210000200109100749,46,WeChat
150000199605155341,87,WeChat
360000197504198190,31,WeChat
140000200305267898,91,WeChat
230000196502266328,77,WeChat
46000020001230619X,44,WeChat
130000200210165360,75,WeChat
610000200606010351,45,WeChat
460000198101191259,52,WeChat
120000196710204054,99,WeChat
420000198608217705,82,WeChat
140000198701297693,35,WeChat
310000196512262902,96,WeChat
640000199012231640,28,WeChat
61000019521221354X,66,WeChat
640000196009162476,36,WeChat
33000019500919629X,24,WeChat
370000200301252309,20,WeChat
12000019680607416X,21,WeChat
150000199810175229,47,WeChat
620000196808225441,5,WeChat
110000197403299324,43,WeChat
140000197409263539,26,WeChat
420000199112205342,79,WeChat
630000198910049991,81,WeChat
230000198612241526,17,WeChat
51000019840315807X,59,WeChat
53000019740805659X,83,WeChat
410000195405253479,67,WeChat
320000197310222175,36,WeChat
650000199105193606,41,WeChat
460000199306251432,29,WeChat
340000196109167214,69,WeChat
140000197908234695,87,WeChat
31000019601027353X,80,WeChat
220000195907155531,65,WeChat
500000198105086571,46,WeChat
210000195207232223,40,WeChat
360000198503262159,94,WeChat
370000200507150631,53,WeChat
130000198402183045,29,WeChat
110000197912245164,47,WeChat
510000199712091854,44,WeChat
500000199505020226,29,WeChat
360000196806136388,82,WeChat
650000195309042983,71,WeChat
610000198209277490,89,WeChat
540000196006124745,92,WeChat
370000195103319775,55,WeChat
440000197107222636,76,WeChat
310000199912020797,82,WeChat
370000197201128330,79,WeChat
310000200311114611,91,WeChat
440000198703035110,4,WeChat
310000198805279002,11,WeChat
620000199411274775,21,WeChat
530000195905085034,24,WeChat
110000199411152524,37,WeChat
350000195503318583,14,WeChat
110000195808027336,85,WeChat
640000195009186094,74,WeChat
210000197411022919,72,WeChat
230000198205312999,77,WeChat
440000197510283930,13,WeChat
370000195011200793,61,WeChat
140000196505161829,93,WeChat
650000195306247027,20,WeChat
32000019911008538X,78,WeChat
50000019580105094X,33,WeChat
530000196704060986,39,WeChat
540000198712197182,70,WeChat
110000197610233862,76,WeChat
340000198710016459,11,WeChat
310000198811298664,96,WeChat
460000197808170932,35,WeChat
520000197812039861,29,WeChat
360000196203257359,32,WeChat
23000019971207853X,29,WeChat
530000195006022777,100,WeChat
520000198802258969,31,WeChat
220000200308301254,89,WeChat
320000197303146282,70,WeChat
120000195412147544,17,WeChat
310000199911263420,85,WeChat
630000199603053469,44,WeChat
510000199710272168,37,WeChat
450000197208203049,99,WeChat
210000196904011797,14,WeChat
65000019560926027X,19,WeChat
520000199809293008,18,WeChat
510000197612306935,78,WeChat
330000198601202226,32,WeChat
460000197212185375,59,WeChat
520000197510204868,76,WeChat
230000196403253708,6,WeChat
530000198608280419,99,WeChat
500000195508116452,70,WeChat
120000200510305298,59,WeChat
610000197103276102,3,WeChat
410000199302226724,10,WeChat
220000195609309846,70,WeChat
320000197211304917,89,WeChat
130000198205102365,77,WeChat
510000197910287234,62,WeChat
210000196406268346,8,WeChat
540000195208258974,43,WeChat
430000197508278321,91,WeChat
420000196708070916,56,WeChat
330000196605173523,66,WeChat
330000198606234163,43,WeChat
120000195506192303,98,WeChat
430000198911187379,89,WeChat
650000197907160970,71,WeChat
130000200505274345,70,WeChat
370000196705284236,51,WeChat
630000197507223377,48,WeChat
440000198202023234,97,WeChat
460000197310307938,90,WeChat
440000196001282468,74,WeChat
220000195007071041,82,WeChat
140000200410277676,35,WeChat
530000199312123849,16,WeChat
540000199604172265,94,WeChat
500000200506279817,19,WeChat
52000019820608590X,67,WeChat
320000198601068854,22,WeChat
430000199503250564,64,WeChat
540000200301097347,39,WeChat
640000196902217441,90,WeChat
330000195806178051,83,WeChat
51000019900322313X,81,WeChat
430000200307156947,64,WeChat
50000019870321422X,20,WeChat
520000200206205203,45,WeChat
430000197805098191,26,WeChat
530000198808084367,87,WeChat
520000196007094740,47,WeChat
540000197605101144,26,WeChat
410000200605127403,33,WeChat
610000199111187176,6,WeChat
420000198411134981,89,WeChat
640000195902170917,56,WeChat
210000195611307469,5,WeChat
650000195511090890,89,WeChat
14000019511215923X,33,WeChat
540000197009200533,74,WeChat
420000199903020352,62,WeChat
15000020010613869X,78,WeChat
23000019660509897X,52,WeChat
500000198609169610,95,WeChat
340000198409125066,40,WeChat
530000198101199814,55,WeChat
120000197005289376,30,WeChat
350000196801172556,68,WeChat
460000195102237657,8,WeChat
330000200603050086,41,WeChat
610000197107200885,4,WeChat
370000196703040713,94,WeChat
620000197409069845,0,WeChat
530000197604241506,51,WeChat
370000196503024807,20,WeChat
460000195910010928,91,WeChat
530000197612173523,12,WeChat
120000200108288207,13,WeChat
540000197706307846,82,WeChat
370000197109264866,24,WeChat
650000195712203767,23,WeChat
530000198509063937,61,WeChat
42000019990103040X,28,WeChat
320000197901065116,25,WeChat
54000019731114910X,25,WeChat
330000198108086110,51,WeChat
360000200511023713,90,WeChat
650000195501059144,22,WeChat
500000196412106967,76,WeChat
540000198804028319,2,WeChat
630000199406085760,72,WeChat
340000196012186603,14,WeChat
430000197603259831,13,WeChat
640000197202112010,15,WeChat
420000198203136659,5,WeChat
530000198508297627,45,WeChat
440000198411178961,80,WeChat
420000197007213077,64,WeChat
460000196104154411,22,WeChat
210000198104172049,35,WeChat
210000197106157200,46,WeChat
13000019591112201X,86,WeChat
640000196611133619,53,WeChat
540000196010087123,32,WeChat
130000198610314660,57,WeChat
520000200307088608,55,WeChat
540000195511141357,91,WeChat
210000198407035164,42,WeChat
500000195008182437,96,WeChat
120000197102262597,56,WeChat
130000197110246441,4,WeChat
350000195507115636,26,WeChat
360000196909206852,56,WeChat
110000198701117124,60,WeChat
220000198609010741,53,WeChat
440000197211141473,31,WeChat
130000196609292215,30,WeChat
230000199710014313,61,WeChat
460000195903111501,21,WeChat
140000195802117061,64,WeChat
130000197906281744,78,WeChat
540000197808105444,85,WeChat
220000195402132481,67,WeChat
520000200310186321,2,WeChat
640000199009075851,33,WeChat
500000198111053397,4,WeChat
370000198102217201,4,WeChat
500000197911259540,48,WeChat
500000199408291227,88,WeChat
520000195808226462,53,WeChat
330000198405048487,80,WeChat
370000196903140348,98,WeChat
13000019660126624X,51,WeChat
220000198705202081,49,WeChat
23000019510824736X,65,WeChat
610000197909183765,84,WeChat
630000195911184833,39,WeChat
460000199505272543,48,WeChat
370000200006165819,24,WeChat
22000019551012127X,99,WeChat
640000197504166831,75,WeChat
450000198312164048,78,WeChat
230000198407210667,85,WeChat
630000195903226298,66,WeChat
430000198605179979,48,WeChat
520000198102186298,45,WeChat
230000199005285089,95,WeChat
420000199303107403,91,WeChat
450000200004138649,39,WeChat
340000198111281939,21,WeChat
540000196907251370,37,WeChat
430000198908286376,46,WeChat
230000197012081261,79,WeChat
650000200603141126,87,WeChat
450000197203191931,20,WeChat
310000200103179170,49,WeChat
360000195609186808,45,WeChat
310000197309058345,8,WeChat
420000196701047625,44,WeChat
450000197501219541,66,WeChat
330000197704113168,50,WeChat
330000198506203538,94,WeChat
360000199609086493,0,WeChat
640000200103091845,45,WeChat
410000199201139234,39,WeChat
120000200205018321,68,WeChat
120000200407131533,51,WeChat
320000199308013680,73,WeChat
440000198103031802,94,WeChat
320000195110270632,4,WeChat
520000196303248070,44,WeChat
210000200503011293,17,WeChat
510000195403272717,40,WeChat
520000195906253835,83,WeChat
150000197008028564,52,WeChat
150000197501129764,100,WeChat
64000019910322119X,65,WeChat
330000200309070334,89,WeChat
650000197711094537,59,WeChat
450000199108248732,42,WeChat
130000195602078342,83,WeChat
450000195707166685,27,WeChat
620000198909292765,97,WeChat
320000200107129586,84,WeChat
420000195301319260,1,WeChat
310000199809027093,27,WeChat
460000195510087790,43,WeChat
42000019520926667X,64,WeChat
410000196701313418,99,WeChat
130000199603231773,86,WeChat
230000195005066275,52,WeChat
500000200012091152,56,WeChat
13000020020227513X,40,WeChat
110000200602116257,62,WeChat
540000197602237935,76,WeChat
530000199304238056,72,WeChat
460000197906054230,27,WeChat
310000195110105731,70,WeChat
450000200606021595,89,WeChat
31000019910101705X,73,WeChat
210000199303194405,4,WeChat
370000196408023128,43,WeChat
450000195802253736,36,WeChat
13000019980918620X,75,WeChat
36000019590225163X,57,WeChat
110000196405023474,96,WeChat
440000196906084861,63,WeChat
530000200204260737,17,WeChat
320000200505165021,30,WeChat
210000200504010014,49,WeChat
410000197205195891,92,WeChat
630000196312074688,34,WeChat
310000196510118405,16,WeChat
330000198410096723,84,WeChat
330000196311093296,36,WeChat
420000198004135143,85,WeChat
360000199407229169,50,WeChat
460000196002111840,86,WeChat
620000200412311107,90,WeChat
450000200011216190,8,WeChat
640000195904056464,66,WeChat
37000019901227125X,91,WeChat
410000195606131910,99,WeChat
460000196007134304,45,WeChat
620000199301208507,49,WeChat
13000019951117621X,68,WeChat
430000196006149218,68,WeChat
330000197706181826,41,WeChat
340000196704082039,95,WeChat
120000199306303281,25,WeChat
140000197910284392,23,WeChat
650000197405058853,65,WeChat
520000196508308428,54,WeChat
640000196704227606,53,WeChat
610000197404103133,36,WeChat
360000197103171675,56,WeChat
360000196406021880,64,WeChat
140000200306129155,82,WeChat
530000198407309561,52,WeChat
360000195405256333,73,WeChat
210000197603170537,36,WeChat
450000199505026666,33,WeChat
370000195904293923,33,WeChat
54000019730223517X,37,WeChat
610000200207284005,38,WeChat
150000196608056185,84,WeChat
150000199204069100,98,WeChat
610000198504265433,3,WeChat
500000200409162094,63,WeChat
520000199206097091,27,WeChat
150000195707096719,80,WeChat
13000019901020805X,64,WeChat
530000198403275691,13,WeChat
210000198405260632,25,WeChat
520000199101305966,78,WeChat
460000199206232306,97,WeChat
320000199111258692,100,WeChat
46000019831010246X,65,WeChat
640000199108227080,94,WeChat
52000019550213934X,79,WeChat
130000197706166354,98,WeChat
370000195106126557,81,WeChat
610000195008068912,28,WeChat
650000200212095652,43,WeChat
630000195205018686,22,WeChat
620000197102102380,50,WeChat
650000199007156684,38,WeChat
510000195806277950,76,WeChat
540000200206151296,44,WeChat
130000199808113535,25,WeChat
510000197902216647,58,WeChat
540000195410301075,87,WeChat
640000200101206872,81,WeChat
640000197409158489,61,WeChat
420000196703121964,100,WeChat
440000200302093651,80,WeChat
210000196209109071,74,WeChat
620000198805093358,72,WeChat
460000196411026452,45,WeChat
430000199510062684,74,WeChat
210000197905212026,87,WeChat
210000198103230411,77,WeChat
420000200209132261,43,WeChat
520000195609182081,31,WeChat
520000197803269630,62,WeChat
150000198612262642,3,WeChat
41000019600805282X,31,WeChat
640000199905223824,25,WeChat
120000198110276096,58,WeChat
22000019780825500X,60,WeChat
500000198401209791,75,WeChat
130000198406250954,19,WeChat
500000196112011253,18,WeChat
530000200102177078,45,WeChat
510000196111126958,38,WeChat
630000196701135384,99,WeChat
340000195608215191,37,WeChat
360000195607154095,79,WeChat
360000196411052024,58,WeChat
310000198905231153,89,WeChat
620000197311032032,28,WeChat
440000199009046930,19,WeChat
210000197910196075,6,WeChat
320000199511113118,8,WeChat
310000199705134740,94,WeChat
430000195110064316,61,WeChat
360000196301295308,73,WeChat
370000200104289161,40,WeChat
540000198504200789,22,WeChat
140000196711032972,43,WeChat
140000196808070924,83,WeChat
420000197803074805,17,WeChat
530000195105219022,70,WeChat
510000195108174698,83,WeChat
620000199310206079,21,WeChat
430000199507148233,100,WeChat
320000200209030632,92,WeChat
350000198105278890,66,WeChat
510000198403120178,78,WeChat
500000196212110945,47,WeChat
460000198408247130,69,WeChat
130000195111031144,34,WeChat
230000195501025413,73,WeChat
630000196507148536,83,WeChat
630000196002072310,77,WeChat
520000196309122508,94,WeChat
230000200311237662,39,WeChat
540000195608310102,61,WeChat
360000196409119250,38,WeChat
420000197710144480,100,WeChat
430000195409262720,87,WeChat
650000198301218917,49,WeChat
130000195909157838,48,WeChat
640000196512070253,61,WeChat
350000197405188577,5,WeChat
350000200605115860,2,WeChat
230000197003146123,59,WeChat
610000197110267060,67,WeChat
110000198012172240,5,WeChat
640000197811300586,87,WeChat
510000196109158029,39,WeChat
430000199411012024,9,WeChat
520000195503010521,100,WeChat
430000199208107909,43,WeChat
230000196501088777,100,WeChat
150000195003162829,59,WeChat
210000196709160025,24,WeChat
230000196201085320,100,WeChat
510000199103282356,61,WeChat
420000197608042509,80,WeChat
330000195007112355,68,WeChat
140000196406305743,17,WeChat
420000196807177604,81,WeChat
620000199109113508,28,WeChat
360000197904053732,64,WeChat
33000019540213161X,7,WeChat
45000019551024984X,99,WeChat
450000200304084427,26,WeChat
370000197407290595,89,WeChat
230000196609096285,15,WeChat
650000196707169044,60,WeChat
230000197601078212,99,WeChat
430000196305254771,33,WeChat
640000199904103492,23,WeChat
520000195004072509,67,WeChat
210000197304074756,63,WeChat
630000196509174818,46,WeChat
500000199805205433,16,WeChat
460000198305286014,65,WeChat
450000196810187171,75,WeChat
63000019701025061X,22,WeChat
450000198408110503,50,WeChat
210000198103019253,33,WeChat
230000197108026072,51,WeChat
340000200307150068,8,WeChat
320000200302275538,90,WeChat
330000199109126115,82,WeChat
520000195107236553,64,WeChat
340000200108015293,48,WeChat
130000197911292712,54,WeChat
610000195207285370,95,WeChat
440000199303089878,54,WeChat
320000195906213289,71,WeChat
450000195307187815,88,WeChat
520000196912250002,55,WeChat
520000198107121565,2,WeChat
440000196104271227,17,WeChat
33000019720615344X,44,WeChat
320000197201211899,43,WeChat
120000199805271990,52,WeChat
510000196711247710,81,WeChat
230000195608206193,7,WeChat
320000199301076304,30,WeChat
14000019600823971X,4,WeChat
510000196209038825,41,WeChat
610000196510153279,54,WeChat
420000200310176437,77,WeChat
620000197703315242,50,WeChat
650000196701020396,83,WeChat
230000200207218576,81,WeChat
130000198804099129,61,WeChat
530000197711062132,26,WeChat
460000197702171275,18,WeChat
330000197101194667,60,WeChat
150000198310033078,93,WeChat
110000197408273844,73,WeChat
230000196007077327,7,WeChat
440000197004197538,48,WeChat
620000196906047829,93,WeChat
630000198511020876,9,WeChat
32000019720106178X,58,WeChat
110000196709211589,15,WeChat
320000199308123097,26,WeChat
540000199507186403,13,WeChat
420000198704300621,36,WeChat
65000019800809875X,0,WeChat
610000199506056437,37,WeChat
640000197801089035,3,WeChat
460000198701215859,3,WeChat
620000196109011743,73,WeChat
360000195112125516,38,WeChat
610000195603166752,30,WeChat
320000195009104736,88,WeChat
320000196101034974,63,WeChat
650000199002260263,42,WeChat
530000196712018390,12,WeChat
370000198604074677,61,WeChat
510000196007015641,46,WeChat
370000196803303007,99,WeChat
370000198409027891,56,WeChat
350000196006140029,26,WeChat
500000198812293406,93,WeChat
410000195008162354,58,WeChat
150000197312015565,73,WeChat
52000019990513367X,0,WeChat
510000195107273934,82,WeChat
360000198708105421,27,WeChat
610000198602158762,2,WeChat
500000200109183897,4,WeChat
640000198804021129,25,WeChat
650000196703155390,18,WeChat
350000197411084600,36,WeChat
36000019521118567X,84,WeChat
310000199901056794,51,WeChat
640000197403194569,67,WeChat
410000196504158412,64,WeChat
510000199208048953,29,WeChat
340000196505145391,55,WeChat
330000195704225929,24,WeChat
220000200206081369,32,WeChat
460000200404263862,87,WeChat
210000195308275409,3,WeChat
650000197807231866,69,WeChat
350000197511239649,86,WeChat
460000199005201490,84,WeChat
63000019861122581X,5,WeChat
37000019500301101X,11,WeChat
110000199008166993,79,WeChat
61000019790823185X,61,WeChat
33000019990412395X,39,WeChat
140000196407071141,12,WeChat
130000200507030141,59,WeChat
610000198305053833,53,WeChat
530000195804070554,40,WeChat
220000197912138612,21,WeChat
430000195307104342,47,WeChat
330000198008199441,85,WeChat
340000198112174190,12,WeChat
220000200610099819,10,WeChat
150000197912080598,23,WeChat
460000196506253930,25,WeChat
230000198411166152,5,WeChat
510000199607144256,69,WeChat
370000198301074821,100,WeChat
500000200408226359,25,WeChat
120000198904019251,49,WeChat
530000198211219599,5,WeChat
640000197004236768,61,WeChat
430000196112164083,99,WeChat
440000197411197156,1,WeChat
110000199006139705,48,WeChat
420000197601149696,85,WeChat
460000198501048929,6,WeChat
31000019940221361X,24,WeChat
220000200108071570,69,WeChat
370000200311150971,53,WeChat
410000196902117114,69,WeChat
530000198607090760,4,WeChat
310000200403115638,48,WeChat
510000196603085224,0,WeChat
620000198905262753,99,WeChat
120000199311181776,46,WeChat
310000198808250977,3,WeChat
440000198408165529,48,WeChat
36000019690820277X,27,WeChat
640000199609164698,58,WeChat
450000200505174998,94,WeChat
370000196809098067,73,WeChat
530000197503284603,82,WeChat
340000197403203436,78,WeChat
120000195712232230,88,WeChat
370000195505282717,12,WeChat
120000199908247221,71,WeChat
460000198806253237,55,WeChat
540000198905139528,65,WeChat
230000196312036513,34,WeChat
330000197008204154,70,WeChat
460000199809227899,47,WeChat
420000197903094045,27,WeChat
500000195502177596,3,WeChat
230000195610209342,73,WeChat
15000019840201574X,86,WeChat
450000197706111470,30,WeChat
61000019710306154X,24,WeChat
110000200502202182,41,WeChat
370000199511062882,59,WeChat
320000197401170729,76,WeChat
220000195609237977,39,WeChat
530000196701241255,90,WeChat
610000196802059006,84,WeChat
610000198503181537,39,WeChat
620000200006157191,41,WeChat
410000196207227178,91,WeChat
430000196409258312,97,WeChat
640000197804148918,88,WeChat
420000198805079954,54,WeChat
620000200205249961,57,WeChat
120000196703201699,63,WeChat
510000198601040769,44,WeChat
410000200207285115,80,WeChat
210000198505020847,99,WeChat
430000198211193735,25,WeChat
220000196101018399,30,WeChat
410000197612120811,62,WeChat
310000198704194990,65,WeChat
370000200111035960,49,WeChat
140000199909031629,43,WeChat
410000198311084794,57,WeChat
610000198909066010,35,WeChat
150000196909255073,32,WeChat
520000199701163025,84,WeChat
640000200604285840,83,WeChat
520000198205029850,40,WeChat
370000200305152583,68,WeChat
640000200303118061,54,WeChat
120000197411112445,38,WeChat
220000197605151681,5,WeChat
360000197710280021,9,WeChat
640000198507253046,98,WeChat
510000195001064587,15,WeChat
410000198006021869,67,WeChat
330000195510079249,21,WeChat
230000199804052337,10,WeChat
440000196801266036,77,WeChat
370000195608042935,74,WeChat
500000199403088924,62,WeChat
220000195209101229,31,WeChat
420000195010043495,88,WeChat
220000199501013208,78,WeChat
230000199501195066,6,WeChat
450000195308124760,85,WeChat
510000199703310795,32,WeChat
440000197009101355,40,WeChat
420000195311073794,23,WeChat
430000198808010022,41,WeChat
620000197702021605,46,WeChat
520000200106056482,36,WeChat
34000019910114541X,21,WeChat
440000195801149126,78,WeChat
220000198307136007,70,WeChat
460000196712233877,0,WeChat
210000198805036744,50,WeChat
500000196612279889,66,WeChat
520000198805194286,66,WeChat
320000199007265729,5,WeChat
350000196104041008,6,WeChat
620000198411260205,7,WeChat
430000200604020165,16,WeChat
210000195707189591,67,WeChat
370000198209122624,88,WeChat
140000195801089644,71,WeChat
310000199811113927,18,WeChat
500000195812093005,6,WeChat
350000198207212606,70,WeChat
430000197903098902,1,WeChat
610000197211052122,57,WeChat
430000196411222730,44,WeChat
630000199910219385,11,WeChat
520000195610251902,95,WeChat
230000195304230645,51,WeChat
460000195009202257,15,WeChat
370000199805079807,82,WeChat
610000195908094294,4,WeChat
310000196106054323,65,WeChat
370000199102124632,36,WeChat
650000196104222491,98,WeChat
130000197705026691,97,WeChat
50000019550730665X,48,WeChat
140000197912134400,38,WeChat
350000195311179187,68,WeChat
370000196307070005,17,WeChat
460000197510188777,96,WeChat
520000197710268364,89,WeChat
150000200512102609,85,WeChat
110000197212027780,68,WeChat
500000197807110674,27,WeChat
350000197108043902,60,WeChat
230000196601293022,66,WeChat
54000019700131419X,99,WeChat
130000198309017886,70,WeChat
440000198708015434,51,WeChat
530000200304131422,65,WeChat
420000199811059882,48,WeChat
430000195110089468,9,WeChat
640000195205173020,27,WeChat
510000200007192997,57,WeChat
360000198808273115,45,WeChat
410000198409307407,77,WeChat
320000196011051412,92,WeChat
510000195503151656,36,WeChat
520000196712268232,43,WeChat
340000199212264964,14,WeChat
150000196009131139,79,WeChat
45000019640123642X,0,WeChat
310000198810015319,7,WeChat
210000199909077035,93,WeChat
510000197101269992,45,WeChat
340000198911179449,66,WeChat
350000196110108133,89,WeChat
130000198510188636,27,WeChat
340000195802042458,30,WeChat
370000195603267051,18,WeChat
510000196404195834,19,WeChat
420000198412012214,92,WeChat
360000199711291784,80,WeChat
330000196409223108,65,WeChat
510000198609038313,13,WeChat
640000198311121236,34,WeChat
460000196907159056,42,WeChat
230000199603130124,2,WeChat
150000199312184974,41,WeChat
340000198407137506,79,WeChat
220000197607067846,17,WeChat
210000197211074730,3,WeChat
520000198908278204,60,WeChat
340000198209060317,43,WeChat
340000199510293384,39,WeChat
54000019820115499X,35,WeChat
360000196207088839,9,WeChat
43000019770119666X,55,WeChat
460000198411272900,27,WeChat
110000195801096566,37,WeChat
150000200304113020,62,WeChat
420000198210031185,9,WeChat
350000197202016935,97,WeChat
230000197105233906,89,WeChat
450000195302106107,8,WeChat
110000197204224020,88,WeChat
130000198610114570,69,WeChat
33000020060815591X,51,WeChat
340000200212295571,73,WeChat
51000019891030668X,16,WeChat
440000198111107635,70,WeChat
650000196803281669,52,WeChat
500000196903017774,51,WeChat
53000019510130035X,12,WeChat
410000198001268520,39,WeChat
420000197308178471,8,WeChat
650000197607117153,84,WeChat
310000197710192962,83,WeChat
150000195004035215,62,WeChat
220000200209147407,16,WeChat
46000019991031599X,89,WeChat
230000197505164225,48,WeChat
230000199710010611,38,WeChat
130000198809292147,65,WeChat
530000196108293978,100,WeChat
460000197201175657,92,WeChat
230000196707060497,78,WeChat
440000197708256380,15,WeChat
150000196510078976,76,WeChat
210000199105209020,34,WeChat
150000197111101053,7,WeChat
500000197508268850,82,WeChat
410000200312095436,26,WeChat
640000198507177768,41,WeChat
460000197909056872,41,WeChat
370000198806059264,11,WeChat
120000195111096739,44,WeChat
350000196201124497,72,WeChat
230000197906170810,55,WeChat
320000195701147863,97,WeChat
610000198507043596,50,WeChat
420000195906218657,75,WeChat
610000200303248215,66,WeChat
150000196301283762,65,WeChat
450000196008088344,33,WeChat
360000197403276989,5,WeChat
500000200011268198,25,WeChat
140000195207144604,63,WeChat
450000195905064882,27,WeChat
370000197309073327,48,WeChat
150000195607144146,92,WeChat
500000200405295682,11,WeChat
150000200107069729,12,WeChat
220000199504195801,76,WeChat
150000198510308267,34,WeChat
140000198602176773,75,WeChat
640000199411129459,61,WeChat
610000196503275497,75,WeChat
120000198503182103,8,WeChat
130000197611147951,38,WeChat
440000198405307237,40,WeChat
61000019910723235X,49,WeChat
310000200107111309,39,WeChat
310000197602084593,64,WeChat
50000020000314673X,61,WeChat
370000198003174074,73,WeChat
500000199907219895,89,WeChat
620000199711281993,11,WeChat
440000198810248808,53,WeChat
520000195003281894,62,WeChat
430000195405184833,41,WeChat
520000197211255403,78,WeChat
350000196701205525,11,WeChat
330000200003286124,15,WeChat
310000195302011756,38,WeChat
310000200109265862,27,WeChat
500000196406155797,67,WeChat
45000019721119020X,18,WeChat
370000197510189321,38,WeChat
460000198407121990,64,WeChat
360000197306288195,35,WeChat
140000199311119896,63,WeChat
320000198911040320,79,WeChat
340000196612309056,57,WeChat
210000195804128379,82,WeChat
440000197811183976,13,WeChat
220000199504183798,29,WeChat
130000197502134692,15,WeChat
350000196310030676,72,WeChat
500000198109175192,50,WeChat
330000199501077151,29,WeChat
360000196806114103,24,WeChat
120000195302067543,45,WeChat
510000198909295442,67,WeChat
450000196102097036,78,WeChat
140000198108231896,54,WeChat
130000198112273819,63,WeChat
640000197412201679,100,WeChat
43000019800602705X,47,WeChat
520000197206252515,84,WeChat
320000199006210443,44,WeChat
130000197906084062,25,WeChat
35000020000906637X,64,WeChat
130000195409117928,42,WeChat
510000200210117124,54,WeChat
350000198407236282,45,WeChat
110000199102173030,81,WeChat
460000198508036488,87,WeChat
360000196508129390,45,WeChat
340000195812284813,55,WeChat
500000200106049895,27,WeChat
520000200004046742,89,WeChat
110000199902282841,94,WeChat
130000200203064975,49,WeChat
350000197905207332,80,WeChat
410000197907256775,49,WeChat
620000200601019148,86,WeChat
310000196806195610,73,WeChat
41000019720823418X,21,WeChat
530000196310024747,71,WeChat
530000195004137861,0,WeChat
460000195607035591,0,WeChat
430000195106069042,24,WeChat
510000197309213170,4,WeChat
13000019530911800X,97,WeChat
53000020051211722X,92,WeChat
320000199801192854,46,WeChat
520000197108134996,82,WeChat
510000195605274710,73,WeChat
460000198207281674,37,WeChat
54000020051223564X,23,WeChat
43000020000822724X,70,WeChat
460000197506149548,84,WeChat
510000199808202205,17,WeChat
420000200204200456,32,WeChat
430000196104077502,91,WeChat
510000200312030775,46,WeChat
650000196907259263,80,WeChat
43000019821223405X,22,WeChat
130000197912037561,83,WeChat
320000199304029597,7,WeChat
510000197601015032,74,WeChat
51000019600411154X,95,WeChat
500000197104192749,59,WeChat
460000198903236869,63,WeChat
61000020060506688X,97,WeChat
360000199811123921,9,WeChat
530000198301058821,99,WeChat
21000020040629827X,50,WeChat
430000195308094465,87,WeChat
64000019801207883X,42,WeChat
370000197510276337,11,WeChat
640000196006134752,6,WeChat
640000197710258673,1,WeChat
120000196907073799,98,WeChat
640000199405034218,89,WeChat
440000197511138110,4,WeChat
150000200305161139,5,WeChat
220000199010265216,84,WeChat
410000197402150721,57,WeChat
640000197710153564,94,WeChat
33000019791116286X,17,WeChat
620000196202142190,23,WeChat
46000020010530955X,82,WeChat
230000196209236429,99,WeChat
330000195007288991,17,WeChat
150000196601095093,31,WeChat
430000200310037658,74,WeChat
460000195210044852,30,WeChat
370000198807099241,20,WeChat
650000195908283498,65,WeChat
420000197906271879,54,WeChat
540000196112096653,52,WeChat
120000198006207306,34,WeChat
450000195510126540,34,WeChat
620000197203053979,50,WeChat
370000197512171707,98,WeChat
510000198505280260,26,WeChat
370000198009111605,51,WeChat
440000195101067242,75,WeChat
620000198003315369,62,WeChat
64000019710403838X,32,WeChat
510000197908209253,21,WeChat
330000200106112995,14,WeChat
640000195710227018,91,WeChat
460000196005081851,45,WeChat
460000195808128751,35,WeChat
130000197903074301,99,WeChat
230000199405195023,27,WeChat
360000196903142990,16,WeChat
52000019530920850X,82,WeChat
330000196805256155,77,WeChat
120000195612225914,17,WeChat
320000196103134573,95,WeChat
510000195303219054,2,WeChat
540000199701080231,93,WeChat
430000197412148864,97,WeChat
650000195405041622,3,WeChat
32000019870613263X,53,WeChat
500000198605045207,95,WeChat
360000200104115100,91,WeChat
420000196608064308,45,WeChat
410000195110091089,32,WeChat
640000195701107495,12,WeChat
350000199201147422,96,WeChat
